iata_code,city,country,latitude,longitude,altitude,timezone,dst,aggregate_code
DUJ,Du Bois,United States,41.1783,-78.8987,1817.0,-5.0,A,0.0
TYS,Knoxville,United States,35.811,-83.994,981.0,-5.0,A,0.0
JST,Johnstown,United States,40.3161,-78.8339,2284.0,-5.0,A,0.0
CEZ,Cortez,United States,37.303,-108.628,5918.0,-7.0,A,0.0
AOO,Altoona,United States,40.2964,-78.32,1504.0,-5.0,A,0.0
SPI,Springfield,United States,39.8441,-89.6779,597.0,-6.0,A,0.0
MVY,Vineyard Haven MA,United States,41.3917,-70.6153,67.0,-5.0,A,0.0
ADK,Adak Island,United States,51.878,-176.646,18.0,-10.0,A,0.0
TRI,BRISTOL,United States,36.4752,-82.4074,1519.0,-5.0,A,0.0
JHW,Jamestown,United States,42.1533,-79.2581,525.0,-5.0,A,0.0
MGW,Morgantown,United States,39.6429,-79.9163,1248.0,-5.0,A,0.0
LBF,North Platte,United States,41.1262,-100.684,2776.0,-6.0,A,0.0
DDC,Dodge City,United States,37.7634,-99.9656,2594.0,-6.0,A,0.0
TOL,Toledo,United States,41.5868,-83.8078,684.0,-5.0,A,0.0
BFD,Bradford,United States,41.8031,-78.6401,2143.0,-5.0,A,0.0
GYY,Gary,United States,41.6163,-87.4128,591.0,-6.0,A,0.0
HYS,Hays,United States,38.8422,-99.2732,1998.0,-5.0,A,0.0
GST,Gustavus,United States,58.4253,-135.707,34.0,-9.0,A,0.0
BKW,Beckley,United States,37.7873,-81.1242,2504.0,-5.0,A,0.0
VPS,Valparaiso,United States,30.4832,-86.5254,87.0,-6.0,A,0.0
LWB,Lewisburg,United States,37.8583,-80.3994,2302.0,-5.0,U,0.0
OTZ,Kotzebue,United States,66.8847,-162.599,11.0,-9.0,A,0.0
LBL,Liberal,United States,37.0442,-100.96,2885.0,-6.0,A,0.0
RIW,Riverton WY,United States,43.0642,-108.46,5525.0,-7.0,A,0.0
TVC,Traverse City,United States,44.7414,-85.5822,624.0,-5.0,A,0.0
PSE,Ponce,Puerto Rico,18.0083,-66.563,29.0,-4.0,U,0.0
SDP,Sand Point,United States,55.315,-160.523,21.0,-9.0,A,0.0
PKB,PARKERSBURG,United States,39.3451,-81.4392,858.0,-5.0,A,0.0
PIR,Pierre,United States,44.3827,-100.286,1742.0,-6.0,A,0.0
SUX,Sioux City,United States,42.4026,-96.3844,1098.0,-6.0,A,0.0
SHD,Weyers Cave,United States,38.2639,-78.8964,1201.0,-5.0,A,0.0
TYR,Tyler,United States,32.3541,-95.4024,544.0,-6.0,A,0.0
SMX,Santa Maria,United States,34.8989,-120.457,261.0,-8.0,A,0.0
CGI,Cape Girardeau,United States,37.2253,-89.5708,342.0,-6.0,A,0.0
SHR,Sheridan,United States,44.7692,-106.98,4021.0,-7.0,A,0.0
CDB,Cold Bay,United States,55.2061,-162.725,96.0,-9.0,A,0.0
FKL,Franklin,United States,41.3779,-79.8604,1540.0,-5.0,A,0.0
CDR,Chadron,United States,42.8375,-103.096,3297.0,-7.0,A,0.0
PUB,Pueblo,United States,38.2891,-104.497,4726.0,-7.0,A,0.0
IYK,Inyokern,United States,35.6589,-117.829,2455.0,-8.0,A,0.0
AIA,Alliance,United States,42.0533,-102.804,3931.0,-7.0,A,0.0
MCE,Merced,United States,37.2847,-120.514,156.0,-8.0,A,0.0
FNL,Fort Collins,United States,40.4518,-105.011,5016.0,-7.0,A,0.0
MCK,McCook,United States,40.2064,-100.592,2583.0,-6.0,A,0.0
SUN,Hailey,United States,43.5044,-114.296,5320.0,-7.0,A,0.0
SCC,Deadhorse,United States,70.1947,-148.465,64.0,-9.0,A,0.0
HYA,Barnstable,United States,41.6693,-70.2804,55.0,-5.0,A,0.0
MWA,Marion,United States,37.755,-89.0111,472.0,-5.0,A,0.0
TXK,Texarkana,United States,33.4537,-93.991,390.0,-6.0,A,0.0
ROP,Rota,Northern Mariana Islands,14.1743,145.243,607.0,10.0,U,0.0
IRK,Kirksville,United States,40.0935,-92.5449,966.0,-6.0,A,0.0
ORH,Worcester,United States,42.2673,-71.8757,1009.0,-5.0,A,0.0
MAZ,Mayaguez,Puerto Rico,18.2557,-67.1485,28.0,-4.0,U,0.0
STS,Santa Rosa,United States,38.509,-122.813,125.0,-8.0,A,0.0
BER,Berlin,Germany,52.3654,13.5128,47.0,1.0,E,0.0
LNY,Lanai,United States,20.7856,-156.951,1308.0,-10.0,N,0.0
TEX,Telluride,United States,37.9538,-107.908,9078.0,-7.0,A,0.0
PGA,Page,United States,36.9261,-111.448,4316.0,-7.0,A,0.0
HON,Huron,United States,44.3852,-98.2285,1289.0,-6.0,A,0.0
CVN,Clovis,United States,34.4251,-103.079,4216.0,-6.0,A,0.0
DVL,Devils Lake,United States,48.1144,-98.9086,1445.0,-6.0,A,0.0
ATY,Watertown,United States,44.914,-97.1547,1748.0,-6.0,A,0.0
PRC,Prescott,United States,34.6545,-112.42,5045.0,-7.0,A,0.0
IGM,Kingman,United States,35.2595,-113.938,3449.0,-7.0,A,0.0
VLD,Valdosta,United States,30.7825,-83.2767,203.0,-5.0,A,0.0
MKK,Molokai,United States,21.1529,-157.096,454.0,-10.0,N,0.0
STC,Saint Cloud,United States,45.5466,-94.0599,1031.0,-6.0,A,0.0
XNA,Bentonville,United States,36.2819,-94.3068,1287.0,-6.0,A,0.0
TWF,Twin Falls,United States,42.4818,-114.488,4151.0,-7.0,A,0.0
PQI,Presque Isle,United States,46.689,-68.0448,534.0,-4.0,A,0.0
SPN,Saipan,Northern Mariana Islands,15.119,145.729,215.0,10.0,U,0.0
TBN,Fort Leonardwood,United States,37.7416,-92.1407,1159.0,-6.0,A,0.0
JMS,Jamestown,United States,46.9297,-98.6782,1498.0,-6.0,A,0.0
BHB,Bar Harbor,United States,44.4498,-68.3616,83.0,-5.0,A,0.0
CPX,Culebra Island,Puerto Rico,18.3127,-65.3034,12.0,-4.0,U,0.0
MCG,Mcgrath,United States,62.9529,-155.606,338.0,-9.0,A,0.0
SOW,Show Low,United States,34.2656,-110.006,6415.0,-7.0,A,0.0
VDZ,Valdez,United States,61.1339,-146.248,118.0,-9.0,A,0.0
WRG,Wrangell,United States,56.4843,-132.37,44.0,-9.0,A,0.0
KSM,St Mary's,United States,62.0605,-163.302,311.0,-9.0,A,0.0
JHM,Lahania-kapalua,United States,20.9629,-156.673,256.0,-10.0,N,0.0
VEL,Vernal,United States,40.4408,-109.51,5278.0,-7.0,A,0.0
ANI,Aniak,United States,61.5816,-159.543,88.0,-9.0,A,0.0
WRL,Worland,United States,43.9657,-107.951,4227.0,-7.0,A,0.0
LHR,London,United Kingdom,51.4775,-0.461389,83.0,0.0,E,0.0
AMS,Amsterdam,Netherlands,52.3086,4.76389,-11.0,1.0,E,0.0
CDG,Paris,France,49.0128,2.55,392.0,1.0,E,0.0
FRA,Frankfurt,Germany,50.0264,8.54313,364.0,1.0,E,0.0
BCN,Barcelona,Spain,41.2971,2.07846,12.0,1.0,E,0.0
MAD,Madrid,Spain,40.4936,-3.56676,2000.0,1.0,E,0.0
MUC,Munich,Germany,48.3538,11.7861,1487.0,1.0,E,0.0
LGW,London,United Kingdom,51.1481,-0.190278,202.0,0.0,E,0.0
FCO,Rome,Italy,41.8045,12.2508,15.0,1.0,E,0.0
PMI,Palma de Mallorca,Spain,39.5536,2.72778,24.0,1.0,E,0.0
ORY,Paris,France,48.7253,2.35944,291.0,1.0,E,0.0
OSL,Oslo,Norway,60.1939,11.1004,681.0,1.0,E,0.0
CPH,Copenhagen,Denmark,55.6179,12.656,17.0,1.0,E,0.0
DUB,Dublin,Ireland,53.4213,-6.27007,242.0,0.0,E,0.0
ARN,Stockholm,Sweden,59.6519,17.9186,137.0,1.0,E,0.0
TXL,Berlin,Germany,52.5597,13.2877,122.0,1.0,E,0.0
ZRH,Zurich,Switzerland,47.4647,8.54917,1416.0,1.0,E,0.0
STN,London,United Kingdom,51.885,0.235,348.0,0.0,E,0.0
VIE,Vienna,Austria,48.1103,16.5697,600.0,1.0,E,0.0
DUS,Duesseldorf,Germany,51.2895,6.76678,147.0,1.0,E,0.0
MAN,Manchester,United Kingdom,53.3537,-2.27495,257.0,0.0,E,0.0
IST,Istanbul,Turkey,40.9769,28.8146,163.0,2.0,E,0.0
DXB,Dubai,United Arab Emirates,25.2528,55.3644,62.0,4.0,U,0.0
BRU,Brussels,Belgium,50.9014,4.48444,184.0,1.0,E,0.0
AYT,Antalya,Turkey,36.8987,30.8005,177.0,2.0,E,0.0
LIS,Lisbon,Portugal,38.7813,-9.13592,374.0,0.0,E,0.0
AGP,Malaga,Spain,36.6749,-4.49911,52.0,1.0,E,0.0
GVA,Geneva,Switzerland,46.2381,6.10895,1411.0,1.0,E,0.0
HAM,Hamburg,Germany,53.6304,9.98823,53.0,1.0,E,0.0
HEL,Helsinki,Finland,60.3172,24.9633,179.0,2.0,E,0.0
LIN,Milan,Italy,45.4451,9.27674,353.0,1.0,E,0.0
NCE,Nice,France,43.6584,7.21587,12.0,1.0,E,0.0
ATH,Athens,Greece,37.9364,23.9445,308.0,2.0,E,0.0
LPA,Gran Canaria,Spain,27.9319,-15.3866,78.0,0.0,E,0.0
ALC,Alicante,Spain,38.2822,-0.558156,142.0,1.0,E,0.0
EDI,Edinburgh,United Kingdom,55.95,-3.3725,135.0,0.0,E,0.0
MXP,Milano,Italy,45.6306,8.72811,767.0,1.0,E,0.0
LTN,London,United Kingdom,51.8747,-0.368333,526.0,0.0,E,0.0
SVO,Moscow,Russia,55.9726,37.4146,622.0,4.0,N,0.0
TLV,Tel-aviv,Israel,32.0114,34.8867,135.0,2.0,U,0.0
PRG,Prague,Czech Republic,50.1008,14.26,1247.0,1.0,E,0.0
WAW,Warsaw,Poland,52.1657,20.9671,362.0,1.0,E,0.0
BGY,Bergamo,Italy,45.6739,9.70417,782.0,1.0,E,0.0
TFS,Tenerife,Spain,28.0445,-16.5725,209.0,0.0,E,0.0
STR,Stuttgart,Germany,48.6899,9.22196,1276.0,1.0,E,0.0
BHX,Birmingham,United Kingdom,52.4539,-1.74803,327.0,0.0,E,0.0
CGN,Cologne,Germany,50.8659,7.14274,302.0,1.0,E,0.0
BUD,Budapest,Hungary,47.4369,19.2556,495.0,1.0,E,0.0
VCE,Venice,Italy,45.5053,12.3519,7.0,1.0,E,0.0
OTP,Bucharest,Romania,44.5722,26.1022,314.0,2.0,E,0.0
TLS,Toulouse,France,43.6291,1.36382,499.0,1.0,E,0.0
DME,Moscow,Russia,55.4086,37.9061,588.0,4.0,N,0.0
LYS,Lyon,France,45.7264,5.09083,821.0,1.0,E,0.0
GLA,Glasgow,United Kingdom,55.8719,-4.43306,26.0,0.0,E,0.0
FAO,Faro,Portugal,37.0144,-7.96591,24.0,0.0,E,0.0
CTA,Catania,Italy,37.4668,15.0664,39.0,1.0,E,0.0
SXF,Berlin,Germany,52.38,13.5225,157.0,1.0,E,0.0
CRL,Charleroi,Belgium,50.4592,4.45382,614.0,1.0,E,0.0
OPO,Porto,Portugal,41.2481,-8.68139,228.0,0.0,E,0.0
MRS,Marseille,France,43.4356,5.21361,74.0,1.0,E,0.0
DOH,Doha,Qatar,25.2611,51.5651,35.0,3.0,U,0.0
BGO,Bergen,Norway,60.2934,5.21814,170.0,1.0,E,0.0
IBZ,Ibiza,Spain,38.8729,1.37312,20.0,1.0,E,0.0
BRS,Bristol,United Kingdom,51.3827,-2.71909,622.0,0.0,E,0.0
NAP,Naples,Italy,40.886,14.2908,294.0,1.0,E,0.0
BLQ,Bologna,Italy,44.5354,11.2887,123.0,1.0,E,0.0
ACE,Las Palmas,Spain,28.9455,-13.6052,47.0,0.0,E,0.0
YYZ,Toronto,Canada,43.6772,-79.6306,569.0,-5.0,A,0.0
CIA,Rome,Italy,41.7994,12.5949,427.0,1.0,E,0.0
GOT,Gothenborg,Sweden,57.6628,12.2798,506.0,1.0,E,0.0
PBX,Pikeville,United States,37.5618,-82.5664,1473.0,-4.0,A,0.0
PCA,Pachuca,Mexico,20.0772,-98.7828,7600.0,-6.0,S,0.0
RME,Rome,United States,43.2338,-75.407,504.0,-5.0,A,0.0
PBN,Porto Amboim,Angola,-10.722,13.7655,16.0,1.0,N,0.0
PCB,Jakarta,Indonesia,-6.33696,106.765,200.0,7.0,N,0.0
PCM,Playa del Carmen,Mexico,20.6225,-87.0822,1.0,-6.0,U,0.0
RBE,Ratanakiri,Cambodia,13.73,106.987,0.0,7.0,U,0.0
PBR,Puerto Barrios,Guatemala,15.7309,-88.5838,33.0,-6.0,U,0.0
RKH,Rock Hill,United States,34.9878,-81.0572,667.0,-5.0,A,0.0
OXD,Oxford,United States,39.5023,-84.7844,1040.0,-5.0,U,0.0
PIM,Pine Mountain,United States,32.8407,-84.8824,902.0,-4.0,A,0.0
PIF,Pingtung,Taiwan,22.6724,120.462,78.0,8.0,U,0.0
PID,Nassau,Bahamas,25.083,-77.3,0.0,-5.0,U,0.0
RBN,Fort Jefferson - Dry Tortugas,United States,24.6167,-82.8667,0.0,-5.0,A,0.0
PHY,Phetchabun,Thailand,16.676,101.195,450.0,7.0,U,0.0
PJA,Pajala,Sweden,67.2456,23.0689,542.0,1.0,E,0.0
ROD,Rodby,Denmark,54.5667,11.2833,0.0,1.0,E,0.0
RBK,Murrieta-Temecula,United States,33.5742,-117.128,1350.0,-8.0,A,0.0
PCZ,Waupaca,United States,44.3332,-89.0198,840.0,-6.0,A,0.0
PEV,P\xe9cs-Pog\xe1ny,Hungary,45.9909,18.241,1000.0,1.0,N,0.0
PFR,Ilebo,Congo - Kinshasa,-4.333,20.583,1450.0,1.0,N,0.0
RBM,Robinson,United States,34.8501,-92.3002,587.0,-6.0,A,0.0
PBL,Puerto Cabello,Venezuela,10.4805,-68.073,32.0,-4.0,U,0.0
PFQ,Parsabad,Iran,39.6036,47.8815,251.0,3.0,E,0.0
PEQ,Pecos,United States,31.3824,-103.511,2613.0,-6.0,A,0.0
PHD,New Philadelpha,United States,40.4702,-81.4199,894.0,-4.0,A,0.0
RMG,Rome,United States,34.3508,-85.1587,664.0,-4.0,A,0.0
PEC,Pelican,United States,57.9553,-136.236,0.0,-9.0,A,0.0
PEF,Peenemunde,Germany,54.1578,13.7728,7.0,1.0,E,0.0
PHA,Phan Rang,Vietnam,11.6335,108.952,101.0,7.0,N,0.0
PEA,Penneshaw,Australia,-34.75,137.933,0.0,9.0,O,0.0
PDO,Talang Gudang-Sumatra Island,Indonesia,-3.28607,103.88,184.0,7.0,N,0.0
RMS,Ramstein,Germany,49.4369,7.60028,776.0,1.0,E,0.0
PDB,Pedro Bay,United States,59.7822,-154.133,45.0,-9.0,A,0.0
RKP,Rockport,United States,28.0862,-97.0437,24.0,-6.0,A,0.0
PFJ,Patreksfjordur,Iceland,65.5558,-23.965,11.0,0.0,N,0.0
PCW,Port Clinton,United States,41.5163,-82.8695,590.0,-5.0,U,0.0
R49,Republic,United States,48.7182,-118.656,2522.0,-8.0,A,0.0
RMK,Renmark,Australia,-34.118,140.404,115.0,9.0,O,0.0
PZE,Penzance,United Kingdom,50.1281,-5.51845,14.0,0.0,E,0.0
PAN,Pattani,Thailand,6.78546,101.154,8.0,7.0,U,0.0
OSC,Oscoda,United States,44.4516,-83.3941,634.0,-5.0,A,0.0
RNE,Roanne,France,46.0583,4.00139,1106.0,1.0,E,0.0
OSK,Oskarshamn,Sweden,57.3505,16.498,96.0,1.0,E,0.0
ORX,Oriximina,Brazil,-1.71417,-55.8361,262.0,-4.0,S,0.0
OSB,Mosul,Iraq,36.3058,43.1475,719.0,4.0,U,0.0
RBV,Ramata,Solomon Islands,-8.16806,157.643,0.0,11.0,U,0.0
OVA,Bekily,Madagascar,-24.2361,45.305,1259.0,3.0,U,0.0
OSZ,Koszalin,Poland,54.041,16.266,111.0,1.0,E,0.0
ORS,Orpheus Island,Australia,-18.634,146.5,0.0,10.0,O,0.0
RAM,Ramingining,Australia,-12.3564,134.898,206.0,9.0,O,0.0
OUE,Ouesso,Congo - Kinshasa,1.61599,16.0379,1158.0,1.0,N,0.0
RNI,Corn Island,Nicaragua,12.1686,-83.0675,26.0,-6.0,U,0.0
OTR,Coto 47,Costa Rica,8.60156,-82.9686,26.0,-5.0,U,0.0
RMT,Rimatara,French Polynesia,-22.6373,-152.805,56.0,-10.0,U,0.0
ORG,Paramaribo,Suriname,5.81108,-55.1907,10.0,-3.0,U,0.0
ORP,Orapa,Botswana,-21.2667,25.3167,3100.0,2.0,U,0.0
OKU,Mokuti Lodge,Namibia,-18.8128,17.0594,3665.0,1.0,S,0.0
OLM,Olympia,United States,46.9694,-122.903,209.0,-7.0,A,0.0
RAL,Riverside,United States,33.9519,-117.445,818.0,-8.0,A,0.0
OKN,Okondja,Gabon,-0.665214,13.6731,1325.0,1.0,N,0.0
OQU,North Kingstown,United States,41.5971,-71.4121,18.0,-4.0,A,0.0
ORA,Oran,Argentina,-23.1528,-64.3292,1168.0,-3.0,N,0.0
RAT,Raduzhnyi,Russia,62.1586,77.3289,250.0,6.0,N,0.0
RBD,Dallas,United States,32.6808,-96.8683,201.0,-6.0,A,0.0
RND,San Antonio,United States,29.5297,-98.2789,762.0,-6.0,A,0.0
ONQ,Zonguldak,Turkey,41.5061,32.0886,44.0,2.0,E,0.0
RBB,Borba,Brazil,-4.38778,-59.5939,500.0,-4.0,S,0.0
OSH,Oshkosh,United States,44.025,-88.5513,790.0,-5.0,A,0.0
RCO,Rochefort,France,45.8878,-0.983056,60.0,1.0,E,0.0
ORJ,Orinduik,Guyana,4.7,-60.0167,10.0,-4.0,U,0.0
PAJ,Parachinar,Pakistan,33.9021,70.0716,5800.0,5.0,N,0.0
PAB,Bilaspur,India,21.9884,82.111,899.0,5.0,N,0.0
PAQ,Palmer,United States,61.5949,-149.089,242.0,-9.0,A,0.0
P08,Cooldige,United States,32.9359,-111.427,1574.0,-7.0,A,0.0
RAJ,Rajkot,India,22.3092,70.7795,441.0,5.0,N,0.0
PBV,Point Barrow,United States,56.5783,-169.662,125.0,-11.0,A,0.0
OZP,Sevilla,Spain,37.1749,-5.61594,285.0,1.0,E,0.0
OYL,Moyale,Kenya,3.465,39.105,2790.0,3.0,U,0.0
RBX,Rumbek,Sudan,6.825,29.669,2000.0,3.0,U,0.0
OZA,Ozona,United States,30.7353,-101.203,2381.0,-6.0,A,0.0
OYG,Moyo,Uganda,3.633,31.75,0.0,3.0,U,0.0
OYE,Oyem,Gabon,1.54311,11.5814,2158.0,1.0,N,0.0
PAM,Panama City,United States,30.0696,-85.5754,17.0,-6.0,A,0.0
RML,Colombo,Sri Lanka,6.82199,79.8862,22.0,6.0,U,0.0
RMY,Marshall,United States,42.2512,-84.9554,941.0,-5.0,A,0.0
RMP,Rampart,United States,65.5078,-150.141,302.0,-9.0,A,0.0
OSU,Columbus,United States,40.0798,-83.073,905.0,-5.0,U,0.0
ORW,Ormara Raik,Pakistan,25.2747,64.586,10.0,5.0,N,0.0
OSP,Slupsk,Poland,54.4789,17.1075,217.0,1.0,E,0.0
OUI,Huay Xai,Laos,20.2573,100.437,1380.0,7.0,N,0.0
OTS,Anacortes,United States,48.4989,-122.662,241.0,-8.0,A,0.0
RCE,Roche Harbor,United States,48.6081,-123.16,0.0,-8.0,A,0.0
OUK,Outer Skerries,United Kingdom,60.417,-0.75,0.0,0.0,E,0.0
OTU,Otu,Colombia,7.01037,-74.7155,2060.0,-5.0,U,0.0
OSN,Osan,South Korea,37.0906,127.03,40.0,9.0,U,0.0
PAO,Palo Alto,United States,37.4611,-122.115,7.0,-8.0,A,0.0
PAX,Port-de-Paix,Haiti,19.9336,-72.8486,9.0,-5.0,U,0.0
PLX,Semiplatinsk,Kazakhstan,50.3513,80.2344,761.0,6.0,U,0.0
PJC,Pedro Juan Caballero,Paraguay,-22.6414,-55.8297,1873.0,-3.0,U,0.0
QFI,Iginniarfik,Greenland,68.7,-52.9667,0.0,-3.0,E,0.0
QFD,Boufarik,Algeria,36.5458,2.87611,335.0,1.0,N,0.0
QKT,Kortrijk-vevelgem,Belgium,50.8172,3.20472,64.0,1.0,E,0.0
QEF,Egelsbach,Germany,49.9608,8.64361,384.0,1.0,E,0.0
RID,Richmond,United States,39.7561,-84.8427,1140.0,-5.0,U,0.0
QFO,Duxford,United Kingdom,52.0908,0.13194,125.0,0.0,E,0.0
QDJ,Djelfa,Algeria,34.6657,3.351,10.0,1.0,U,0.0
QDU,Dusseldorf,Germany,51.2203,6.79278,125.0,1.0,E,0.0
QCY,Coningsby,United Kingdom,53.093,-0.166014,25.0,0.0,E,0.0
RGT,Rengat,Indonesia,-0.352808,102.335,62.0,7.0,N,0.0
QAS,Ech-cheliff,Algeria,36.2127,1.33177,463.0,1.0,N,0.0
QCU,Akunnaaq,Greenland,68.75,-52.3333,0.0,-3.0,E,0.0
QSA,Sabadell,Spain,41.5209,2.10508,0.0,1.0,E,0.0
RFS,Rosita,Nicaragua,13.8972,-84.4047,207.0,-6.0,U,0.0
PYR,Andravida,Greece,37.9207,21.2926,55.0,2.0,E,0.0
QPA,Padova,Italy,45.3958,11.8479,44.0,1.0,E,0.0
QYR,Troyes,France,48.3221,4.0167,388.0,1.0,E,0.0
PTK,Pontiac,United States,42.667,-83.35,980.0,-4.0,A,0.0
PVO,Portoviejo,Ecuador,-1.04165,-80.4722,130.0,-5.0,U,0.0
RIK,Carrillo,Costa Rica,9.86667,-85.4833,10.0,-6.0,U,0.0
PUR,Puerto Rico/Manuripi,Bolivia,-11.1077,-67.5512,597.0,-4.0,U,0.0
REA,Reao,French Polynesia,-18.4659,-136.44,12.0,-10.0,U,0.0
PUC,Price,United States,39.6097,-110.753,5957.0,-6.0,A,0.0
QYX,Uppsala,Sweden,59.8583,17.6461,23.0,1.0,E,0.0
PUD,Puerto Deseado,Argentina,-47.7353,-65.9041,266.0,-3.0,N,0.0
PWT,Bremerton,United States,47.4902,-122.765,444.0,-8.0,A,0.0
RGO,Chongjin,North Korea,41.4297,129.649,0.0,9.0,U,0.0
PTZ,Pastaza,Ecuador,-2.0,-77.0,7076.0,-5.0,S,0.0
PVP,San Bruno,Mexico,27.0931,-112.099,55.0,-7.0,A,0.0
PSV,Papa Stour,United Kingdom,60.3217,-1.69306,0.0,0.0,E,0.0
PYP,Centre,United States,34.0899,-85.6101,595.0,-4.0,A,0.0
PUZ,Puerto Cabezas,Nicaragua,14.0472,-83.3867,69.0,-6.0,U,0.0
QFZ,Mainz,Germany,0.0,0.0,300.0,1.0,E,0.0
QHR,Debre Zeyit,Ethiopia,8.7163,39.0059,8850.0,3.0,U,0.0
QGY,Gy\u0151r,Hungary,47.6271,17.8083,424.0,1.0,N,0.0
QPJ,Pecs,Hungary,46.0708,18.2331,1000.0,1.0,E,0.0
RAC,Racine,United States,42.7605,-87.8152,674.0,-6.0,A,0.0
QQP,London,United Kingdom,51.5158,-0.176111,0.0,0.0,E,0.0
QVY,Utti,Finland,60.8964,26.9384,339.0,2.0,E,0.0
QQK,London,United Kingdom,51.5326,0.1233,72.0,0.0,E,0.0
QPP,Berlin,Germany,52.5249,13.3696,110.0,1.0,E,0.0
QWC,Berlin,Germany,52.5072,13.3325,120.0,1.0,E,0.0
QPZ,Piacenza,Italy,44.9131,9.72333,456.0,1.0,E,0.0
QUS,Gusau,Nigeria,12.1717,6.69611,1520.0,1.0,N,0.0
QRH,Rotterdam,Netherlands,51.9244,4.46944,7.0,1.0,E,0.0
PZY,Piestany,Slovakia,48.6252,17.8284,545.0,1.0,E,0.0
PYE,Penrhyn Island,Cook Islands,-9.00667,-158.037,8.0,-10.0,U,0.0
QCJ,Botucatu,Brazil,-22.938,-48.467,3012.0,-3.0,S,0.0
QRA,Johannesburg,South Africa,-26.2425,28.1512,5483.0,2.0,U,0.0
PTJ,Portland,Australia,-38.3181,141.471,265.0,10.0,O,0.0
QYI,Hilversum,Netherlands,52.2264,5.18167,3.0,1.0,E,0.0
QXB,Aix-les-milles,France,43.5056,5.36778,367.0,1.0,E,0.0
REI,Redlands,United States,34.0853,-117.146,1574.0,-8.0,A,0.0
RAF,Rafaela,Argentina,-31.2821,-61.5016,100.0,-3.0,N,0.0
QYD,Gdynia,Poland,54.5797,18.5172,144.0,1.0,E,0.0
QLT,Latina,Italy,41.5424,12.909,93.0,1.0,E,0.0
QKL,Cologne,Germany,50.9425,6.95806,100.0,1.0,E,0.0
QMJ,Masjed Soleiman,Iran,32.0024,49.2704,1206.0,4.0,E,0.0
QPG,Paya Lebar,Singapore,1.36042,103.91,65.0,8.0,N,0.0
QNV,Nova Iguacu,Brazil,-22.7453,-43.4603,164.0,-3.0,S,0.0
QNJ,Annemasse,France,46.192,6.26839,1620.0,1.0,E,0.0
QMZ,Mainz,Germany,50.0083,8.27356,360.0,1.0,E,0.0
QNC,Neuchatel,Switzerland,46.9575,6.86472,1427.0,1.0,E,0.0
QOT,Otaru,Japan,43.1894,141.002,0.0,9.0,N,0.0
QNX,Macon,France,46.2951,4.79577,728.0,1.0,E,0.0
QXR,RADOM,Poland,51.232,21.1242,479.0,1.0,E,0.0
PKV,Pskov,Russia,57.7839,28.3956,154.0,4.0,N,0.0
RIU,Rancho Murieta,United States,38.4868,-121.103,141.0,-8.0,A,0.0
RDR,Red River,United States,47.9611,-97.4012,913.0,-6.0,A,0.0
RIV,Riverside,United States,33.8807,-117.259,1535.0,-8.0,A,0.0
PNC,Ponca City,United States,36.732,-97.0998,1007.0,-6.0,A,0.0
PMS,Palmyra,Syria,34.5574,38.3169,1322.0,2.0,E,0.0
PNV,Panevezys,Lithuania,55.7294,24.4608,197.0,2.0,E,0.0
RDC,Redencao,Brazil,-8.03333,-49.98,669.0,-4.0,S,0.0
PMQ,Perito Moreno,Argentina,-46.5379,-70.9787,1410.0,-3.0,N,0.0
PMG,Ponta Pora,Brazil,-22.5496,-55.7026,2156.0,-4.0,S,0.0
PME,Portsmouth,United Kingdom,50.8,-1.08333,0.0,0.0,E,0.0
PNT,Puerto Natales,Chile,-51.7333,-72.5167,9.0,-3.0,S,0.0
PMP,Pompano Beach,United States,26.2471,-80.1111,19.0,-5.0,A,0.0
REY,Reyes,Bolivia,-14.3044,-67.3534,935.0,-4.0,U,0.0
PLY,Paris,France,48.8447,2.37361,129.0,1.0,E,0.0
PMD,Palmdale,United States,34.6294,-118.085,2543.0,-8.0,A,0.0
PLV,Poltava,Ukraine,49.3426,34.2355,333.0,3.0,U,0.0
RKE,Copenhagen,Denmark,55.5856,12.1314,146.0,1.0,E,0.0
RJN,Rafsanjan,Iran,30.2977,56.0511,5298.0,3.0,E,0.0
PKH,Porto Heli,Greece,37.2988,23.149,2224.0,2.0,E,0.0
RCL,Redcliffe,Vanuatu,-15.472,167.835,36.0,11.0,U,0.0
PHN,Port Huron,United States,42.911,-82.5289,650.0,-5.0,A,0.0
RCS,Rochester,United Kingdom,51.3519,0.502778,426.0,0.0,E,0.0
PKK,Pakhokku,Burma,21.3333,95.1,151.0,6.0,U,0.0
POB,Fort Bragg,United States,35.1709,-79.0145,217.0,-5.0,A,0.0
RNM,Ramona,United States,33.0392,-116.915,1395.0,-8.0,A,0.0
PKG,Pangkor Island,Malaysia,4.24472,100.553,19.0,8.0,N,0.0
PLD,Playa Samara,Costa Rica,10.25,-85.417,10.0,-6.0,U,0.0
PHK,Pahokee,United States,26.789,-80.692,18.0,-5.0,A,0.0
PLP,La Palma,Panama,8.40667,-78.1417,30.0,-5.0,U,0.0
PNB,Porto Nacional,Brazil,-10.7194,-48.3997,870.0,-3.0,S,0.0
PNM,Princeton,United States,45.5599,-93.6082,979.0,-6.0,A,0.0
PKW,Selebi-phikwe,Botswana,-22.0583,27.8288,2925.0,2.0,U,0.0
RIN,Ringi Cove,Solomon Islands,-8.12639,157.143,0.0,11.0,U,0.0
